-264.48, 190.318810421
-101.4, 20.145470955
-93.86, 20.9107723435
-92.8, 29.2092451118
-108.71, 192.602403671
-125.0, 268.354057171
-87.63, 18.0075845132
-343.47, 390.962618546
-101.89, 30.334104569
-93.76, 17.1861106711
-90.47, 20.2585562171
-125.35, 268.606529146
-143.74, 326.80736283
-89.89, 18.7119721034
-245.59, 90.7495559218
-99.42, 20.7447246306
-94.94, 19.1524515402
-92.38, 25.3999133857
-91.55, 30.578546401
-123.46, 268.420506668
-87.51, 15.1330730521
-241.83, 67.3900667755
-95.01, 16.1749775889
-92.44, 16.7536980992
-93.19, 27.0952744957
-105.94, 191.406991513
-106.56, 191.768470818
-91.01, 26.4697922168
-271.42, 252.970993594
-98.01, 14.7427914589
-95.02, 18.3155562296
-91.18, 18.4653080126
-130.44, 268.698653514
-124.0, 269.685631801
-90.87, 18.6062650739
-242.06, 62.1456064416
-95.25, 15.7558719213
-95.96, 23.1969480751
-92.34, 24.4136109578
-87.98, 22.4013303176
-143.91, 326.783815236
-90.21, 20.9214220358
-280.25, 255.48069888
-98.96, 20.3415436976
-96.75, 21.3912949585
-92.22, 22.7501999991
-89.78, 26.347516012
-124.92, 268.186154751
-90.12, 16.8203923854
-290.87, 259.661766727
-99.07, 19.6968296941
-96.61, 29.1444317152
-89.33, 19.6081896156
-114.59, 192.94885825
-182.28, 417.46140133
-89.02, 15.9524167448
-267.68, 194.344327419
-101.31, 22.5985375633
-96.16, 23.4638956697
-86.22, 17.4118235691
-84.31, 18.8024971746
-238.63, 519.601975651
-88.69, 18.9803556342
-291.75, 222.446055258
-99.27, 15.2688277219
-95.84, 20.530815863
-90.81, 17.4227982827
-94.6, 37.1499663526
-182.09, 417.419958675
-88.25, 16.1452005252
