-221.8, 27.6242646961
-138.28, 27.3441328259
-185.87, 189.629831778
-263.96, 453.273403588
-86.84, 18.1117199625
-219.19, 28.3071351429
-134.92, 21.6026294696
-219.0, 316.309152571
-251.16, 449.954591487
-98.01, 53.892762965
-220.54, 32.6898822268
-135.31, 32.34399326
-177.5, 187.940442694
-174.62, 264.871885258
-94.68, 37.8900725784
-222.6, 32.5984662216
-138.47, 25.3513135754
-201.37, 261.995177627
-288.87, 510.262317931
-94.95, 34.9557935112
-219.73, 31.9796357077
-133.8, 19.6188684689
-197.9, 260.652776697
-257.58, 445.354806418
-96.12, 33.3491469156
-217.23, 29.5085936635
-134.37, 26.0463644296
-154.54, 34.4303412705
-253.26, 454.26671945
-96.61, 49.9743724323
-222.88, 32.3073613902
-139.03, 27.6128430264
-185.13, 188.647218638
-273.44, 477.556097647
-121.58, 195.0769684
-216.9, 33.0519288393
-134.15, 19.2126911181
-182.18, 189.280658283
-291.57, 537.890086449
-147.34, 326.437994725
-223.2, 27.1764604023
-134.07, 20.9084934895
-155.4, 37.2266033906
-212.13, 373.258533861
-91.05, 25.2314783554
-220.54, 33.5843475447
-136.47, 18.0844988872
-236.34, 363.76152133
-184.64, 321.283784838
-97.63, 36.0018485637
